1	95220	-4	0	9	2
1	95230	-4	0	9	2
1	95240	-4	0	8	1
1	95250	-4	0	8	2
1	95260	-4	0	7	2
2	179540	-4	1	9	1
3	82920	-4	-2	10	0
4	35560	-2	1	3	0
4	35570	-2	1	3	0
4	35580	-2	1	3	0
4	35590	-2	1	3	0
4	35600	-1	2	3	0
4	35610	-1	2	3	0
4	35620	-1	2	3	0
4	35630	-1	2	3	0
4	35640	-1	2	3	0
4	35650	0	2	3	0
4	35660	0	1	3	0
4	35670	0	1	3	0
5	77510	-4	0	9	1
5	77520	-4	0	9	1
5	77530	-4	0	8	1
5	77540	-4	-1	8	1
5	77550	-4	-1	8	1
6	78590	-2	-1	9	2
7	20540	-3	-1	8	1
7	20550	-3	-1	8	1
7	20560	-3	-1	7	1
7	20570	-3	-1	7	1
7	20580	-3	-1	7	1
7	20590	-3	-2	7	1
7	20600	-3	-1	6	1
7	20610	-3	-1	6	1
7	20620	-3	0	6	1
7	20630	-3	-1	6	0
7	20640	-3	-1	6	0
8	74330	4	1	9	2
8	74340	4	1	9	2
8	74350	4	0	9	1
8	74360	4	1	8	1
8	74370	4	1	8	0
8	74380	4	1	8	0
8	74390	4	1	8	0
9	19100	0	1	2	0
9	19110	0	1	2	0
9	19120	0	1	2	0
9	19130	0	2	2	0
9	19140	0	1	2	0
9	19150	0	1	2	0
9	19160	0	1	2	0
9	19170	0	1	2	0
9	19180	1	1	2	0
9	19190	1	1	2	0
9	19200	1	1	2	0
9	19210	1	1	2	0
10	31510	0	0	8	1
10	31520	0	-1	8	1
10	31530	0	-1	8	1
10	31540	0	-1	7	1
10	31550	0	-1	7	1
10	31560	0	-1	7	1
10	31570	-1	-1	6	1
10	31580	-1	-1	6	1
10	31590	-1	-1	6	1
10	31600	-1	0	5	1
10	31610	-1	0	5	1
10	31620	-1	0	5	1
10	31630	-1	0	5	1
10	31640	-1	0	5	0
10	31650	-1	0	5	0
10	31660	-1	0	5	0
10	31670	-1	0	4	0
10	31680	-1	0	4	0
10	31690	-1	0	4	0
10	31700	-1	0	4	0
10	31710	-1	0	4	0
10	31720	-1	0	4	0
10	31730	-1	0	4	0
10	31740	-1	0	4	1
10	31750	-1	0	4	1
10	31760	-1	0	3	1
10	31770	-1	0	3	1
10	31780	-1	0	3	1
10	31790	-1	0	3	1
10	31800	-1	0	3	1
10	31810	-1	0	3	1
10	31820	-1	0	2	1
10	31830	-1	0	2	1
10	31840	-1	0	2	1
10	31850	-1	0	2	1
10	31860	-1	0	2	0
10	31870	-1	0	2	0
10	31880	-1	0	2	0
10	31890	-1	0	2	0
10	31900	-1	0	2	0
10	31910	-1	0	1	0
10	31920	-1	0	1	0
11	10690	-2	1	10	1
11	10700	-1	1	10	0
11	10710	-1	1	10	0
11	10720	-1	1	10	1
11	10730	-1	1	9	0
11	10740	-1	1	9	0
11	10750	-1	1	9	0
11	10760	-1	1	9	1
11	10770	0	2	9	1
11	10780	0	1	9	1
11	10790	0	1	9	1
11	10800	0	1	8	1
11	10810	0	1	8	1
11	10820	0	1	8	1
11	10830	0	1	7	1
11	10840	0	2	7	1
11	10850	1	2	7	1
11	10860	1	1	7	1
11	10870	1	2	6	1
11	10880	1	2	6	1
11	10890	1	2	6	1
11	10900	1	2	6	0
12	22910	-1	1	7	0
12	22920	-1	1	7	0
12	22930	-1	1	7	0
12	22940	-1	2	7	0
12	22950	-1	2	7	1
12	22960	-1	2	7	1
12	22970	-1	2	6	1
12	22980	0	2	6	1
12	22990	0	2	6	1
12	23000	0	2	6	1
12	23010	0	2	5	1
12	23020	0	2	5	1
12	23030	0	2	5	1
12	23040	1	2	5	1
12	23050	1	2	5	0
12	23060	1	2	4	0
12	23070	1	2	4	0
12	23080	1	2	4	0
12	23090	1	2	4	0
12	23100	2	2	4	0
12	23110	2	2	4	0
12	23120	2	1	4	0
12	23130	2	1	4	0
12	23140	2	1	4	0
12	23150	2	1	4	0
12	23160	2	1	4	0
13	34450	-5	1	7	1
13	34460	-5	1	7	1
13	34470	-4	1	7	1
13	34480	-4	1	6	1
13	34490	-4	1	6	1
13	34500	-4	0	6	0
13	34510	-4	0	6	0
13	34520	-4	0	6	0
13	34530	-4	0	6	0
13	34540	-4	0	6	0
13	34550	-4	0	6	0
13	34560	-4	0	6	0
13	34570	-4	0	6	0
14	21700	-1	-2	10	1
14	21710	-2	-2	9	0
14	21720	-2	-2	9	1
14	21730	-3	-2	9	1
14	21740	-3	-2	9	1
14	21750	-3	-2	8	1
15	30890	0	-1	10	1
15	30900	0	-1	9	1
15	30910	0	-1	9	1
15	30920	0	-1	9	0
15	30930	0	-1	9	1
15	30940	-1	-1	9	0
15	30950	-1	-1	9	0
15	30960	-1	-1	9	0
15	30970	-1	-1	9	0
15	30980	-1	-1	9	0
15	30990	-1	-1	8	1
15	31000	-1	-1	8	0
15	31010	-1	-1	8	1
16	27470	1	-2	9	0
16	27480	0	-2	9	0
16	27490	0	-2	9	0
16	27500	-1	-2	9	0
16	27510	-1	-2	9	0
16	27520	-2	-2	8	0
16	27530	-2	-2	8	0
16	27540	-3	-2	8	1
16	27550	-3	-2	8	0
16	27560	-3	-2	8	0
17	57250	-3	-2	9	2
17	57260	-3	-2	8	1
17	57270	-3	-1	8	1
17	57280	-3	-1	8	1
17	57290	-3	-1	7	1
17	57300	-3	-1	7	1
18	10050	-4	1	9	1
18	10060	-4	0	9	1
18	10070	-4	0	9	0
19	61510	1	1	3	0
19	61520	1	1	3	0
19	61530	1	1	3	0
20	41890	-1	-1	10	1
20	41900	-1	-1	10	1
20	41910	-1	-1	9	1
20	41920	-2	-1	9	1
20	41930	-2	-1	9	1
20	41940	-2	-1	9	2
20	41950	-2	-1	8	2
20	41960	-2	-1	8	1
20	41970	-2	-1	7	1
20	41980	-2	-2	7	1
20	41990	-3	-2	7	1
20	42000	-3	-2	7	1
20	42010	-3	-1	6	0
20	42020	-3	-1	6	0
20	42030	-3	-1	6	0
20	42040	-3	-1	6	0
20	42050	-3	-1	6	0
21	9320	-4	0	9	2
21	9330	-4	0	9	1
21	9340	-4	0	8	1
21	9350	-4	0	8	1
21	9360	-4	0	8	1
21	9370	-4	0	8	1
22	51980	-4	0	8	1
22	51990	-4	0	8	0
22	52000	-4	0	8	0
22	52010	-4	0	8	1
22	52020	-4	0	8	1
22	52030	-4	0	7	1
22	52040	-4	0	7	1
22	52050	-4	0	7	1
22	52060	-4	0	7	0
22	52070	-4	0	7	0
22	52080	-4	0	7	0
22	52090	-4	0	6	1
22	52100	-4	0	6	1
23	55020	1	-2	9	2
23	55030	1	-2	8	2
23	55040	0	-2	8	2
23	55050	0	-2	7	2
23	55060	0	-2	7	2
23	55070	0	-2	6	2
23	55080	0	-2	6	1
23	55090	-1	-2	6	1
23	55100	-1	-2	6	1
23	55110	-1	-2	5	1
23	55120	-1	-2	5	1
23	55130	-1	-1	5	1
23	55140	-2	-1	5	1
23	55150	-2	-1	5	1
23	55160	-2	-1	4	1
23	55170	-2	0	4	1
23	55180	-2	-1	4	1
23	55190	-2	-1	4	1
24	18920	0	1	9	2
24	18930	0	0	8	2
24	18940	0	1	7	2
24	18950	1	0	7	2
24	18960	1	1	6	1
24	18970	1	1	6	1
24	18980	1	1	6	0
24	18990	1	1	6	0
24	19000	1	1	6	0
24	19010	1	1	6	0
24	19020	1	1	6	0
24	19030	1	1	6	1
24	19040	1	1	5	1
24	19050	1	1	5	1
24	19060	1	1	5	1
24	19070	1	1	5	1
24	19080	2	1	5	1
24	19090	2	2	4	0
24	19100	2	2	4	0
24	19110	2	1	4	0
24	19120	2	1	4	0
24	19130	2	1	4	0
25	166010	-3	0	9	2
25	166020	-3	0	8	2
25	166030	-3	0	8	2
25	166040	-3	0	8	2
26	142620	-5	-1	9	1
27	137370	-4	-1	9	2
27	137380	-4	-1	9	1
27	137390	-4	-1	8	1
27	137400	-4	-1	8	1
27	137410	-4	-1	8	1
27	137420	-4	-1	8	1
28	143520	-3	0	9	2
28	143530	-3	0	8	1
28	143540	-3	0	8	1
28	143550	-3	0	7	2
28	143560	-3	0	7	2
29	59770	-1	1	3	0
29	59780	-1	1	3	0
29	59790	-1	1	3	0
29	59800	-1	2	3	0
29	59810	0	2	3	0
29	59820	0	2	3	0
29	59830	0	2	3	0
29	59840	0	1	3	0
29	59850	0	1	3	0
30	45850	0	-2	4	0
30	45860	0	-1	4	0
30	45870	0	-2	4	0
30	45880	-1	-2	4	0
30	45890	-1	-1	4	1
30	45900	-1	-1	4	1
30	45910	-1	-1	3	1
30	45920	-1	0	3	1
30	45930	-1	0	3	1
30	45940	-1	0	3	1
30	45950	-1	1	3	1
30	45960	-1	1	3	1
30	45970	-1	2	3	1
30	45980	-1	1	2	0
30	45990	-1	1	2	0
30	46000	0	1	2	0
30	46010	0	1	2	0
31	53540	-1	-1	4	0
31	53550	-1	-1	4	0
31	53560	-2	-1	4	0
31	53570	-2	-2	4	0
31	53580	-2	-1	4	0
31	53590	-2	-1	4	0
32	105200	-4	1	9	0
32	105210	-4	1	9	1
32	105220	-4	1	9	0
32	105230	-3	2	9	0
32	105240	-3	2	9	0
33	33220	-4	0	10	1
33	33230	-4	1	10	1
33	33240	-4	1	9	1
33	33250	-4	0	9	1
33	33260	-4	0	9	2
33	33270	-4	0	8	2
33	33280	-4	0	8	2
33	33290	-4	0	7	1
33	33300	-4	0	7	1
33	33310	-4	0	7	1
33	33320	-4	0	6	1
33	33330	-4	0	6	1
33	33340	-4	0	6	1
33	33350	-4	0	6	1
34	21230	-5	-1	10	1
34	21240	-5	-1	9	1
35	18540	-3	0	9	1
35	18550	-3	0	9	1
35	18560	-3	0	9	1
35	18570	-3	0	8	2
35	18580	-3	0	8	2
36	33880	4	-1	9	0
36	33890	4	-1	9	0
36	33900	4	-2	9	1
36	33910	3	-2	9	1
36	33920	3	-1	8	1
36	33930	3	-2	8	1
36	33940	3	-2	8	1
36	33950	3	-2	8	1
36	33960	3	-2	7	1
36	33970	2	-2	7	1
36	33980	2	-2	7	1
36	33990	2	-1	7	0
36	34000	2	-1	7	0
36	34010	2	-1	6	0
36	34020	2	-1	6	0
36	34030	2	-1	6	1
36	34040	1	-1	6	1
36	34050	1	-1	6	1
36	34060	1	-1	6	1
36	34070	1	-1	6	1
36	34080	1	-1	5	1
36	34090	1	-1	5	1
36	34100	1	-1	5	1
36	34110	1	-1	5	1
36	34120	0	-1	5	1
36	34130	0	-1	5	0
36	34140	0	-1	5	0
36	34150	0	-1	5	0
36	34160	0	-1	4	0
36	34170	0	-1	4	0
36	34180	0	-1	4	0
36	34190	0	-1	4	0
36	34200	-1	-1	4	0
36	34210	-1	-1	4	0
36	34220	-1	-1	4	0
36	34230	-1	-1	4	0
36	34240	-1	-1	4	0
36	34250	-1	-1	4	0
36	34260	-1	-1	4	0
36	34270	-2	-1	4	0
36	34280	-2	-2	4	0
36	34290	-2	-1	4	0
36	34300	-2	-1	3	0
36	34310	-2	-1	3	0
36	34320	-2	-1	3	0
36	34330	-2	-1	3	0
36	34340	-2	-1	3	0
37	91220	-4	0	9	1
37	91230	-4	0	9	1
37	91240	-4	0	8	1
37	91250	-4	0	8	1
37	91260	-4	0	8	1
38	15260	1	-1	2	0
39	67440	-5	0	10	1
39	67450	-5	0	9	1
40	58090	1	-1	4	0
40	58100	1	-1	4	0
40	58110	1	-1	4	0
40	58120	0	-1	4	0
40	58130	0	-1	4	1
40	58140	0	-1	4	1
40	58150	0	-1	4	1
40	58160	0	-2	4	1
40	58170	0	-2	3	1
40	58180	0	-2	3	0
40	58190	-1	-2	3	0
40	58200	-1	-2	3	0
40	58210	-1	-2	3	0
40	58220	-1	-2	3	0
40	58230	-1	-1	3	0
40	58240	-1	-1	3	0
40	58250	-1	-1	3	0
40	58260	-1	-1	3	0
40	58270	-1	-1	3	0
41	38520	0	-1	2	0
41	38530	0	-1	2	0
41	38540	0	-1	2	0
41	38550	0	-1	2	0
41	38560	0	-1	2	0
41	38570	0	-1	2	0
41	38580	0	-1	2	0
42	37040	-1	2	7	1
42	37050	-1	2	7	1
42	37060	-1	2	6	1
42	37070	-1	2	6	1
42	37080	0	2	6	1
42	37090	0	2	6	1
42	37100	0	2	6	1
42	37110	0	1	6	0
43	24560	1	2	10	1
43	24570	1	2	10	0
43	24580	1	2	9	0
43	24590	1	2	9	0
44	18420	-5	0	10	2
45	30460	-4	0	9	2
45	30470	-4	0	9	2
45	30480	-4	0	8	1
45	30490	-4	0	8	2
45	30500	-4	0	7	1
45	30510	-4	0	7	1
45	30520	-4	0	7	1
46	12430	-4	0	9	1
46	12440	-4	-1	9	0
46	12450	-4	0	9	1
46	12460	-4	0	9	1
46	12470	-4	0	9	1
46	12480	-4	0	8	1
46	12490	-4	0	8	1
46	12500	-4	1	8	1
46	12510	-4	1	7	2
46	12520	-4	1	7	2
46	12530	-4	1	7	1
46	12540	-4	1	6	1
46	12550	-4	0	6	1
46	12560	-4	0	6	1
46	12570	-4	0	6	1
47	5960	3	0	10	1
47	5970	3	0	9	1
47	5980	3	0	9	1
47	5990	3	-1	9	1
47	6000	3	-1	9	1
47	6010	3	-1	8	1
47	6020	3	-2	8	1
47	6030	3	-2	8	1
47	6040	2	-2	7	1
47	6050	2	-2	7	0
47	6060	2	-2	7	1
47	6070	2	-2	7	0
47	6080	2	-2	7	1
47	6090	1	-2	7	1
47	6100	1	-2	7	1
47	6110	1	-2	7	1
47	6120	0	-2	6	1
47	6130	0	-2	6	1
47	6140	-1	-2	6	1
47	6150	-1	-2	6	1
47	6160	-1	-2	6	0
47	6170	-2	-2	6	0
47	6180	-2	-2	5	1
47	6190	-2	-2	5	0
47	6200	-2	-2	5	0
48	6690	-1	1	4	0
48	6700	-1	1	4	0
48	6710	-1	1	3	0
48	6720	-1	2	3	0
48	6730	0	2	3	0
48	6740	0	2	3	0
48	6750	0	2	3	0
48	6760	0	2	3	0
48	6770	1	2	3	0
48	6780	1	2	3	0
48	6790	1	1	3	0
48	6800	1	1	3	0
48	6810	1	1	3	0
48	6820	1	1	3	0
48	6830	2	1	3	0
49	34220	3	1	6	0
49	34230	3	1	6	0
49	34240	3	1	6	0
49	34250	3	1	6	0
49	34260	3	1	6	0
49	34270	3	0	6	0
49	34280	3	1	6	0
50	57480	-3	0	9	1
50	57490	-3	0	9	1
50	57500	-3	0	9	2
50	57510	-3	0	8	2
50	57520	-3	0	8	2
